probe_id,asn,lat,lon
1004520,59474,50.0275,10.5185
1004523,24940,50.4785,12.3685
1004571,8560,50.4475,7.8205
1004572,197540,49.4385,11.0205
1004579,16276,50.1315,8.7005
1004591,3320,49.2275,6.9715
1004623,8881,54.3185,10.1285
1004626,203215,50.1205,8.7285
1004628,3320,53.0915,8.8785
1004771,8881,47.9975,7.8005
1004773,24940,50.4785,12.3605
1004782,15894,48.5485,7.9715
1004810,31898,50.0975,8.6275
1004843,3320,48.8985,11.9095
1004844,3320,49.1595,11.6295
1004854,6805,49.0095,8.3695
1004861,31898,50.0975,8.6305
1004874,200462,50.1295,8.6005
1004879,203593,51.2315,7.6105
1004880,197540,50.1075,8.6815
1004881,197540,50.4775,12.3415
1004882,63949,50.1185,8.7415
1004912,12312,54.0485,13.7675
1004922,199284,51.0385,11.0085
1004990,29317,49.7575,9.9615
1004995,3209,52.4795,13.4415
1005010,58299,51.2675,6.8175
1005046,3320,51.7105,9.2895
1005058,60294,51.5815,6.2495
1005061,3320,51.5875,6.2505
1005064,57353,51.6295,6.6505
1005106,3320,52.7705,13.6175
1005112,3320,51.5685,6.2875
1005191,680,50.8175,12.9415
1005212,200924,47.8485,7.8775
1005290,553,48.7675,9.1815
1005297,553,48.7405,9.1015
1005324,212508,50.1095,8.6785
1005334,16509,50.1195,8.6785
1005398,3320,49.3015,8.7015
1005488,34927,50.1215,8.6815
1005524,199918,49.8595,8.7885
1005529,8422,50.7415,7.1185
1005563,3209,51.4585,7.3305
1005572,3320,48.1185,11.6005
1005576,3209,48.5205,9.0505
1005585,31898,50.1095,8.6815
1005591,12611,48.9975,12.0815
1005615,3320,51.4595,7.4575
1005654,44066,51.2995,9.4895
1005684,24940,49.4495,11.0115
1005689,8881,51.2215,6.7715
1005722,16509,50.1185,8.6785
1005745,45102,50.1195,8.6795
1005758,553,48.7415,9.2895
1005759,553,48.7415,9.3095
1005761,553,48.7775,9.1705
1005762,553,48.7885,9.1705
1005764,553,48.8095,9.2105
1005777,553,48.7905,9.1905
1005780,200187,51.2975,9.4915
1005791,3320,47.7875,9.8815
1005808,197071,50.1215,8.7375
1005828,24940,49.4515,11.0085
1005857,553,48.8905,9.1995
1005878,12843,49.0015,8.4105
1005887,8351,53.6005,11.4215
1005899,3320,51.4015,7.1915
1005905,3320,50.3995,8.0775
1005908,6805,51.1215,9.4375
1005994,58212,50.1295,8.6315
1005997,12843,49.0305,8.4715
1006003,3320,50.8985,14.7975
1006016,16276,50.1205,8.6675
1006037,3320,50.9105,6.1785
1006062,3209,51.7885,8.8305
1006073,15366,52.7385,13.4605
1006118,3320,51.4315,6.7975
1006170,3320,48.6775,9.1605
1006185,24940,49.4495,11.0815
1006225,29484,51.4495,7.2685
1006240,3209,51.2875,9.4195
1006245,31898,50.0995,8.6295
1006251,3209,51.7375,7.1695
1006252,31184,51.5385,7.2095
1006261,44486,51.2975,9.4905
1006285,8422,50.9395,6.7815
1006290,24940,49.4475,11.0815
1006313,3209,52.9585,10.5375
1006377,24940,50.4805,12.3305
1006381,3320,49.9175,10.7815
1006382,62336,49.1185,9.1515
1006458,47447,50.1115,8.6795
1006460,42965,52.3775,8.9705
1006463,199471,49.4485,11.0805
1006471,3209,48.9075,8.4305
1006485,204035,51.2295,6.7715
1006494,200187,50.0995,8.6315
1006503,8820,48.5185,9.0575
1006523,31898,50.0985,8.6285
1006524,31898,50.0995,8.6285
1006526,3320,50.7705,12.2385
1006615,34549,50.1395,8.7375
1006621,207871,51.1075,6.9485
1006710,3320,50.1175,8.6575
1006712,25538,48.3785,10.0075
1006716,8767,49.4405,11.8675
1006767,6805,50.1005,8.6305
1006853,8820,52.4885,13.4495
1006858,41998,48.6515,9.8495
1006865,198967,52.0395,8.5705
1006908,200846,51.5115,6.8675
1006909,8881,51.5615,9.9075
1006918,8881,52.4215,13.4575
1006937,197540,49.4405,11.0185
1006951,12611,49.0075,12.1295
1006952,12611,49.0285,12.1295
1006953,12611,49.0585,12.1295
1006954,12611,49.0195,12.0595
1006956,12611,49.0205,12.1095
1006957,12611,49.0005,12.0895
1006958,12611,49.0615,12.1295
1006977,24940,50.4805,12.3605
1007168,202693,49.7815,7.0405
1007193,8560,51.2985,9.4915
1007293,34927,49.4485,11.0215
1007302,62269,51.2985,9.4875
1007308,24940,49.4515,11.0775
1007323,196714,51.0085,11.0385
1007342,3320,51.0385,11.0095
1007367,8881,53.5805,10.0305
1007406,3320,47.6905,9.5575
1007425,15366,52.5695,13.3785
1007433,24940,49.0985,12.4885
1007510,50436,52.3975,13.0475
1007516,3320,48.1305,11.5575
1007600,12611,48.9975,12.3775
1007601,215764,50.1175,8.6775
1007606,3209,48.0205,10.2075
1007651,3209,48.5575,7.9695
1007733,210793,48.5285,11.2985
1007743,48314,50.1085,8.6795
1007757,3209,50.7205,6.1395
1007833,212068,52.4585,13.3885
1007858,3320,48.5315,11.4995
1007882,24940,49.4485,11.0815
1007889,13101,53.9215,9.8815
1007906,24679,52.3805,9.7275
1007910,215250,51.2675,6.8175
1007911,215250,51.2675,6.8175
1007912,215250,52.4685,13.3675
1007913,215250,52.4685,13.3675
1007933,24940,49.0985,12.4885
1007963,3209,49.4485,11.0805
1007976,8820,49.3105,8.6405
1008016,3320,49.4705,7.1475
1008034,31898,50.1095,8.6785
1008041,203592,50.1075,8.6695
1008060,212049,50.1175,8.7505
1008061,3320,51.6675,12.3505
1008064,24940,49.4495,11.0105
1008073,3320,51.3985,7.7605
1008113,24940,50.4785,12.3275
1008138,211301,50.1215,8.7485
1008164,202422,50.1495,8.5605
1008165,3214,51.2195,6.7805
1008166,680,53.1105,8.8505
1008211,8422,50.7775,6.0775
1008250,3320,52.4875,13.3995
1008267,3320,54.0905,12.1305
1008295,34927,50.1195,8.6815
1008316,57821,50.1005,8.6275
1008385,3209,52.4995,13.4815
1008391,24940,49.0975,12.4915
1008393,8899,49.0485,8.0315
1008424,200924,48.4195,8.7585
1008431,35487,52.4575,13.3885
1008432,8560,51.2985,9.4885
1008435,8881,54.3095,9.6785
1008436,34549,50.1405,8.7385
1008472,197540,49.4385,11.0205
1008492,3320,51.4485,6.7415
1008506,24940,50.4805,12.3375
1008541,3209,52.4375,13.5395
1008548,24940,49.4515,11.0695
1008589,3320,51.5515,7.2115
1008603,13251,51.3685,12.4675
1008606,3320,47.5105,11.2775
1008612,8560,52.5185,13.3975
1008619,15943,53.7515,9.9975
1008645,6805,49.1195,8.5795
1008655,3209,54.3595,10.1295
1008669,6805,52.3815,9.7305
1008673,29066,50.0985,8.6305
1008692,13101,53.6885,9.8115
1008702,197540,49.4485,11.0675
1008706,3320,53.6405,10.0375
1008711,6805,52.3075,9.8075
1008720,8899,52.3775,10.4485
1008729,8560,52.5215,13.3985
1008751,48314,50.1275,8.5995
1008781,8422,50.9975,6.8115
1008795,3320,49.8695,8.5615
1008799,24940,49.4515,11.0115
1008801,3320,50.8975,12.9175
1008802,31898,50.1085,8.6675
1008826,3209,47.9705,10.9185
1008911,3320,53.5475,9.9775
1008912,3209,53.5485,9.9775
1008935,24940,50.4795,12.3385
1008968,16276,50.4115,8.0605
1009082,8899,52.0785,7.0015
1009090,3209,49.4875,8.4715
1009091,14593,48.9075,8.4315
1009092,3320,48.8885,9.1915
1009095,31898,50.1095,8.6815
1009097,12312,52.1405,8.4915
1009103,56876,50.1185,8.7475
1009115,31898,50.0995,8.6275
1009127,3320,53.5905,9.9985
1009175,50469,50.3595,8.8705
1009184,3209,47.5195,10.2815
1009197,50436,51.0305,13.7115
1009211,16276,50.1075,8.6775
1009230,24940,50.4775,12.3385
1009244,3209,49.5995,6.5695
1009257,3320,50.5705,8.5495
1009264,31898,50.1095,8.6805
1009319,25220,51.2215,6.7875
1009330,3320,51.2075,7.3485
1009331,8560,52.5175,13.3785
1009332,24961,51.2685,6.8185
1009333,8560,52.5185,13.3785
1009334,8560,52.5195,13.3785
1009411,200924,47.8775,8.3975
1009423,8899,51.8185,6.8985
1009439,197540,49.4515,11.0685
1009509,3320,52.3915,13.0575
1009534,29259,48.0495,11.6585
1009537,396982,50.1105,8.6785
1009552,24940,49.4485,11.0095
1009557,29259,50.1205,8.7395
1009566,13101,50.8705,9.3505
1009574,24940,50.4795,12.3605
1009584,3320,51.2695,7.2215
1009595,15366,52.4995,13.3915
1009611,50469,50.2875,8.9775
1009617,8899,53.7905,10.0775
1009625,8899,51.8195,10.2285
1009634,12693,54.3295,13.1285
1009697,43566,51.4905,7.4415
1009717,50436,51.0305,13.7275
1009726,50436,51.0505,13.6785
1009736,197540,49.4405,11.0185
1009770,3320,49.4675,11.1405
1009783,24940,49.4485,11.0115
1009810,215147,51.2675,6.8175
1009826,31898,50.1005,8.6285
1009845,207252,51.2195,6.7795
1009851,15943,53.5975,10.0295
1009864,48777,51.2995,9.4905
1009872,3320,47.6585,13.0805
1009891,208772,48.7075,9.1715
1009936,8881,52.4705,13.3085
1009944,8422,50.9395,6.9195
1009948,3320,50.8015,7.2195
1009952,24961,51.2685,6.8195
1009976,34154,49.8705,8.6305
1010014,58243,51.1095,6.9475
1010083,215703,50.1185,8.6815
1010087,3209,51.2105,6.7815
1010108,12337,50.0615,8.6875
1010134,1299,48.7895,9.2185
1010135,3209,48.7895,9.2185
1010142,215730,50.1085,8.6795
1010158,3320,52.4315,13.5395
1010167,200461,50.1105,8.6805
1010170,3320,50.7775,7.1805
1010175,8767,48.1195,11.5005
1010176,3320,48.1105,11.4805
1010178,213768,50.1415,8.7405
1010188,8899,53.1415,7.6115
1010211,24940,50.4775,12.3575
1010212,20473,52.1185,8.6775
1010214,9145,52.1195,8.6775
1010215,3209,52.1195,8.6775
1010217,31898,50.1005,8.6275
1010220,3209,48.1375,11.5785
1010221,3320,48.1375,11.5785
1010222,3320,48.1385,11.5785
1010231,24940,50.4775,12.3385
1010232,197540,49.4385,11.0185
1010239,3320,48.4015,9.9685
1010276,200242,52.4605,13.3905
1010315,24940,49.4495,11.0775
1010352,13045,52.3885,9.7395
1010354,43009,50.1195,8.6795
1010374,680,49.8395,9.6005
1010379,24940,49.4515,11.0805
1010384,8365,49.8695,8.6515
1010397,60345,50.1105,8.7115
1010401,48314,49.4775,6.9675
1010422,48014,50.2985,10.4685
1010430,214279,50.1075,8.6785
1010471,56382,50.1375,7.2105
1010526,199578,49.4505,7.7985
1010530,8767,48.1475,11.5885
1010531,8881,48.9975,8.4285
1010551,3209,48.9975,8.3895
1010559,13054,48.0315,7.8495
1010565,20886,50.7095,7.0705
1010576,3320,49.1105,9.7705
1010586,3320,51.1105,7.6615
1010615,396356,50.1195,8.6775
1010633,31898,50.0985,8.6285
1010636,215703,50.1205,8.6785
1010651,34927,50.1175,8.6795
1010686,211727,53.5105,10.2115
1010728,15817,50.0515,8.4985
1010735,24940,49.4495,11.0785
1010770,8560,51.2975,9.4905
1010829,8560,51.3015,9.4885
1010870,20473,50.1075,8.7105
1010886,63949,50.1205,8.6815
1010954,8881,50.1295,8.6795
1010955,8881,50.1295,8.6795
1010983,3320,50.8085,6.3615
1011015,9009,50.0395,8.5575
1011037,34927,50.1205,8.6785
1011073,215730,50.1185,8.6805
1011074,206996,50.0695,8.6205
1011080,63025,50.1175,8.6815
1011089,3214,51.3015,9.4915
1011090,197540,49.4375,11.0215
1011093,3320,49.9885,9.5815
1011109,3320,53.5815,9.9575
1011139,24940,49.4515,11.0785
1011158,204253,50.1015,8.5895
1011173,24940,49.4485,11.0805
1011182,3320,48.6985,9.6615
1011185,3209,48.1095,9.8215
1011218,8560,51.3015,9.4875
1011220,214279,50.1175,8.6785
1011246,51087,50.1205,8.6795
1011248,3320,50.4015,12.0595
1011262,213495,50.1185,8.7405
1011284,680,50.9695,11.0415
1011289,11967,49.7615,7.8315
1011332,3320,51.9385,8.8785
1011346,8560,51.3005,9.4895
1011376,203380,49.4405,11.0205
1011392,3320,52.2985,13.2515
1011393,24940,49.4485,11.0815
1011398,47689,50.1315,8.6015
1011406,21263,47.7305,9.2475
1011407,48284,48.4405,9.9775
1011427,3320,50.1205,8.6085
1011451,214279,50.1175,8.6795
1011453,49683,50.1185,8.6795
1011476,200461,50.1105,8.6805
1011496,3320,49.6805,8.4015
1011504,6805,52.1295,11.6275
1011539,24940,50.4815,12.3585
1011559,3320,53.5615,10.0095
1011567,197540,49.4405,11.0205
1011576,16276,50.4105,8.0805
1011578,24940,50.4815,12.3605
1011581,3209,49.5475,8.2415
1011603,14061,50.1185,8.6775
1011678,205425,50.1015,8.5905
1011688,20810,51.0615,8.7815
1011713,24940,49.4485,11.0775
1011717,58087,51.3005,9.4875
1011807,200599,50.8405,12.9175
1011872,24940,49.4485,11.0805
1011880,24940,50.4775,12.3615
1011884,6805,53.5795,9.9715
1011894,24940,49.4495,11.0815
1011909,200950,50.1115,8.7075
1011917,206551,51.3005,9.4875
1011952,31898,50.0985,8.6295
1011983,3320,49.4685,8.6015
1011988,20473,50.1115,8.7115
1011994,24940,50.4795,12.3615
1011995,24940,49.4495,11.0815
1012007,24940,49.4505,11.0775
1012015,206996,51.2995,9.4875
1012034,214677,50.1095,8.6785
1012055,207252,51.2195,6.7795
1012075,3320,52.3995,13.0105
1012110,58212,50.1175,8.6775
1012116,30742,53.0905,8.8175
1012117,13045,52.3905,9.7375
1012124,56748,50.1095,8.6785
1012128,24940,50.4815,12.3585
1012171,29066,50.1175,8.6805
1012184,197540,49.4395,11.0215
1012185,8881,49.1295,9.2315
1012196,8881,48.8805,8.7015
1012199,20647,52.5015,13.3715
1012206,9145,52.6605,8.2275
1012249,24940,50.4815,12.3595
1012273,15366,52.5185,13.4105
1012277,60294,51.3205,6.6105
1012285,3320,52.5395,13.4515
1012286,24940,49.4405,11.0215
1012354,24940,50.4795,12.3595
1012364,24940,50.4795,12.3605
1012370,212341,53.6175,10.6905
1012375,15366,52.3695,13.7005
1012385,200519,49.8695,8.6215
1012756,3209,51.9405,9.6395
1012804,215444,52.5295,13.3375
1012834,197071,50.1195,8.6785
1012847,3320,48.9205,9.1095
1012860,3209,52.4875,13.4305
1012871,201463,51.2975,9.4905
1012872,20647,52.4285,13.3705
1012874,3320,51.2195,6.7605
1012877,24940,49.4505,11.0805
1012878,3320,51.2215,6.7605
1012886,16097,52.5405,13.6115
1012895,3320,51.3695,7.4815
1012913,24940,50.4785,12.3575
1012959,13045,52.3415,9.7695
1012971,204310,49.4875,8.4705
1012976,44486,50.1105,8.7305
1012978,24940,49.4515,11.0105
1012992,44486,50.1085,8.7315
1012994,8560,51.2995,9.4915
1013030,8899,51.8175,10.2285
1013040,30742,53.0675,8.8295
1013047,24940,49.4505,11.0795
1013048,197540,49.4415,11.0195
1013055,42562,53.4995,10.1095
1013075,3320,50.3195,11.9205
1013112,213925,51.2985,9.4875
1013157,24940,49.4505,11.0795
1013165,3320,53.3295,9.8705
1013166,8899,51.9805,7.2905
1013173,3320,50.5485,7.2405
1013177,215439,50.1205,8.6805
1013181,198930,53.5575,10.1615
1013197,57342,52.4705,13.3715
1013215,214556,51.2995,9.4875
1013231,3320,52.3375,9.7585
1013234,8560,51.2995,9.4885
1013235,24940,50.4795,12.3285
1013237,3320,50.3505,7.5885
1013238,9145,52.3515,7.6985
1013241,41108,52.3375,9.7595
1013255,6805,49.4895,8.4595
1013256,15943,53.5805,9.9695
1013267,24940,49.4505,11.0805
1013283,3320,49.6885,10.8215
1013286,214677,50.1205,8.6815
1013294,3209,50.5695,9.6915
1013296,215120,52.5205,13.4115
1013331,209894,51.6575,7.3485
1013332,209894,51.6585,7.3485
1013426,47526,49.4505,11.0085
1013427,47526,49.4505,11.0085
1013429,47526,49.3915,11.1785
1013466,8560,51.3005,9.4905
1013469,44486,51.3015,9.4905
1013470,31898,50.0975,8.6305
1013472,31898,50.0985,8.6305
1013473,3320,49.5085,8.4705
1013476,213449,50.1005,8.6505
1013487,197641,51.3005,9.4915
1013488,3320,51.4515,7.2415
1013498,214677,50.1215,8.6815
1013507,207252,51.2205,6.7775
1013547,16276,51.3005,9.4895
1013557,207790,54.1105,9.9995
1013599,24940,50.4815,12.3615
1013608,680,51.0315,13.7375
1013635,28753,50.1095,8.6785
1013644,12312,51.8795,7.6095
1013645,44486,50.1195,8.7395
1013659,197540,49.4515,11.0795
1013693,3320,54.0885,9.6615
1013716,3320,50.1405,8.7375
1013717,3320,54.7205,9.6675
1013718,3209,53.9415,9.4975
1013728,51167,51.2315,6.7785
1013740,9145,53.1175,8.1095
1013741,201035,53.2575,10.4395
1013746,215607,50.1105,8.6795
1013762,213495,50.0985,8.6305
1013770,16276,50.1175,8.6705
1013808,6805,48.7715,9.1775
1013838,6805,49.8815,6.8985
1013840,8881,49.7975,9.9395
1013864,8560,51.2995,9.4905
1013888,24940,50.4815,12.3615
1013897,34225,51.1905,6.6815
1013923,24940,50.4785,12.3585
1013945,3320,47.9995,7.8495
1013956,24940,49.4505,11.0795
1013959,8767,48.1515,11.5695
1013961,21263,47.6775,9.3805
1013981,57407,50.1075,8.6715
1014004,24940,50.4795,12.3575
1014021,3320,48.2675,10.8885
1014041,3209,52.5075,13.2395
1014049,8899,49.1215,8.1995
1014050,212341,53.5475,9.9995
1014051,3320,51.7075,7.3895
1014057,24940,50.4805,12.3595
1014060,8220,48.7675,9.1805
1014061,8560,48.7475,8.0405
1014064,3209,51.2195,6.7905
1014095,206996,51.2995,9.4915
1014097,57353,51.3005,9.4915
1014159,208814,50.1315,8.5995
1014162,3320,51.8485,8.3005
1014186,8560,51.3005,9.4915
1014187,31898,50.1005,8.6315
1014190,209874,51.2975,9.4915
1014192,42730,51.2985,9.4915
1014193,44486,51.2985,9.4915
1014194,8560,51.2995,9.4915
1014195,24940,49.4495,11.0815
1014203,24940,49.4485,11.0775
1014205,24940,49.4495,11.0775
1014221,48314,51.2975,9.4885
1014252,3320,50.8085,12.8995
1014253,213887,51.2985,9.4895
1014259,21413,51.5715,13.0595
1014266,8881,52.4805,13.3305
1014272,9009,50.1185,8.6805
1014276,21263,48.8005,9.5305
1014277,24940,49.4505,11.0805
1014286,3209,53.5805,9.9715
1014293,34927,50.1185,8.6815
1014314,48314,50.1195,8.6775
1014315,31898,50.0995,8.6275
1014334,24940,49.4495,11.0785
1014374,35042,51.2995,9.4905
1014377,3209,48.7705,9.1805
1014413,24940,50.4785,12.3575
1014425,197540,49.3995,11.1585
1014427,203446,51.3005,9.4885
1014428,14593,52.3915,13.1185
1014434,680,52.3695,13.0185
1014435,8560,51.2995,9.4885
1014441,3320,51.2675,7.1995
1014451,63949,50.1175,8.6795
1014457,202053,50.1205,8.7395
1014462,16276,50.4085,8.0605
1014464,16509,50.1195,8.7405
1014472,210457,50.1085,8.6805
1014474,3320,50.7995,7.2205
1014477,8560,51.3005,9.4905
1014489,8075,50.1015,8.6315
1014507,15943,53.5605,10.0575
